City,Latitude,Longitude,City_ID,Country_ID
Przemysl,49.784999847412109,22.767299652099609,521,1
Olsztyn,53.779998779296875,20.494199752807617,522,1
Przeworsk,50.059101104736328,22.494100570678711,523,1
Harsewinkel,51.966701507568359,8.2330999374389648,524,2
Leverkusen,51.033298492431641,6.9833002090454102,525,2
Gelsenkirchen,51.516700744628906,7.0999999046325684,526,2
Saalfeld,50.650600433349609,11.35420036315918,527,2
Remscheid,51.190601348876953,7.2246999740600586,528,2
Georgsmarienhütte,52.203098297119141,8.0446996688842773,529,2
Friedberg,48.349998474121094,10.98330020904541,530,2
Delmenhorst,53.05059814453125,8.6316995620727539,531,2
Munich,48.137199401855469,11.575499534606934,532,2
Elmshorn,53.75469970703125,9.653599739074707,533,2
Rudolstadt,50.716899871826172,11.327500343322754,534,2
Rinteln,52.190601348876953,9.0813999176025391,535,2
Falkensee,52.558300018310547,13.091699600219727,536,2
Zwickau,50.718898773193359,12.496100425720215,537,2
Winsen,53.36669921875,10.216699600219727,538,2
Landsberg,48.052799224853516,10.868900299072266,539,2
Marl,51.666698455810547,7.1167001724243164,540,2
Wesseling,50.820701599121094,6.978600025177002,541,2
Kempten,47.733299255371094,10.316699981689453,542,2
Pirna,50.962200164794922,13.940299987792969,543,2
Rybnik,50.083301544189453,18.5,544,1
Sindelfingen,48.713298797607422,9.0027999877929688,545,2
Kulmbach,50.099998474121094,11.433300018310547,546,2
Garbsen,52.418300628662109,9.5980997085571289,547,2
Baunatal,51.258899688720703,9.418299674987793,548,2
Kiel,54.323299407958984,10.139399528503418,549,2
Aschersleben,51.75,11.466699600219727,550,2
Wiehl,50.950000762939453,7.5332999229431152,551,2
Bornheim,50.759201049804688,7.005000114440918,552,2
Wschowa,51.799999237060547,16.299999237060547,553,1
Tarnobrzeg,50.583301544189453,21.683300018310547,554,1
Bad Homburg,50.229198455810547,8.6105003356933594,555,2
Meißen,51.163600921630859,13.477499961853027,556,2
Hof,50.316699981689453,11.91670036315918,557,2
Essen,51.450801849365234,7.0131001472473145,558,2
Speyer,49.319400787353516,8.4310998916625977,559,2
Ingelheim,49.974700927734375,8.0564002990722656,560,2
Rosenheim,47.856098175048828,12.128899574279785,561,2
Weil am Rhein,47.594699859619141,7.6107997894287109,562,2
Würzburg,49.794399261474609,9.9294004440307617,563,2
Bilgoraj,50.549999237060547,22.733299255371094,564,1
Lubaczów,50.155601501464844,23.12299919128418,565,1
Darlowo,54.416698455810547,16.41670036315918,566,1
Bytom,50.347000122070313,18.923000335693359,567,1
Luków,51.916698455810547,22.38330078125,568,1
Heinsberg,51.063098907470703,6.0963997840881348,569,2
Lingen,52.523300170898438,7.3172001838684082,570,2
Grimma,51.238601684570313,12.725299835205078,571,2
Nordhorn,52.433300018310547,7.0666999816894531,572,2
Alzey,49.751701354980469,8.1161003112792969,573,2
Wittenberg,51.867099761962891,12.64840030670166,574,2
Albstadt,48.211898803710938,9.023900032043457,575,2
Gubin,51.950000762939453,14.73330020904541,576,1
Ustron,49.716701507568359,18.816699981689453,577,1
Reszel,54.050399780273438,21.14579963684082,578,1
Ustka,54.580501556396484,16.861900329589844,579,1
Trzemeszno,52.5614013671875,17.823099136352539,580,1
Bad Honnef am Rhein,50.645000457763672,7.2269001007080078,581,2
Neuruppin,52.922199249267578,12.800000190734863,582,2
Leichlingen,51.11669921875,7.0166997909545898,583,2
Salzwedel,52.849998474121094,11.149999618530273,584,2
Bad Hersfeld,50.868301391601563,9.706700325012207,585,2
Neuss,51.200298309326172,6.6939001083374023,586,2
Osnabrück,52.278900146484375,8.0431003570556641,587,2
Neumünster,54.071399688720703,9.9899997711181641,588,2
Hannover,52.374401092529297,9.7385997772216797,589,2
Saarlouis,49.316699981689453,6.75,590,2
Groß-Gerau,49.921398162841797,8.4818000793457031,591,2
Bad Nauheim,50.36669921875,8.75,592,2
Ratingen,51.299999237060547,6.8499999046325684,593,2
Rendsburg,54.304401397705078,9.6644001007080078,594,2
Nordenham,53.5,8.4666996002197266,595,2
Bydgoszcz,53.11669921875,18,596,1
Bingen am Rhein,49.966899871826172,7.8949999809265137,597,2
Kirchheim unter Teck,48.648300170898438,9.4511003494262695,598,2
Grevenbroich,51.088298797607422,6.5875000953674316,599,2
Lohne,52.666698455810547,8.2385997772216797,600,2
Weiterstadt,49.900001525878906,8.6000003814697266,601,2
Darmstadt,49.86669921875,8.6499996185302734,602,2
Frankenthal,49.533298492431641,8.3500003814697266,603,2
Kaiserslautern,49.444698333740234,7.7688999176025391,604,2
Kolobrzeg,54.166698455810547,15.566699981689453,605,1
Lublin,51.233299255371094,22.566699981689453,606,1
Oswiecim,50.033298492431641,19.233299255371094,607,1
Miastko,54,16.983299255371094,608,1
Sandomierz,50.683300018310547,21.75,609,1
Bielawa,50.690799713134766,16.62299919128418,610,1
Mannheim,49.487800598144531,8.466099739074707,611,2
Springe,52.216701507568359,9.5500001907348633,612,2
Borken,51.843898773193359,6.8583002090454102,613,2
Ahaus,52.079399108886719,7.0134000778198242,614,2
Ansbach,49.299999237060547,10.58329963684082,615,2
Husum,54.476898193359375,9.0510997772216797,616,2
Oelde,51.825801849365234,8.1436004638671875,617,2
Merseburg,51.354400634765625,11.992799758911133,618,2
Stadthagen,52.324699401855469,9.2068996429443359,619,2
Bielefeld,52.016700744628906,8.5333003997802734,620,2
Worms,49.631900787353516,8.365300178527832,621,2
Baesweiler,50.900001525878906,6.1833000183105469,622,2
Ravensburg,47.783100128173828,9.6113996505737305,623,2
Göppingen,48.702499389648438,9.6527996063232422,624,2
Norderstedt,53.706401824951172,10.010299682617188,625,2
Oborniki,52.650001525878906,16.816699981689453,626,1
Warsaw,52.216701507568359,21.033300399780273,627,1
Myslowice,50.233299255371094,19.13330078125,628,1
Prabuty,53.75579833984375,19.197500228881836,629,1
Oranienburg,52.754398345947266,13.236900329589844,630,2
Torgau,51.560298919677734,13.005599975585938,631,2
Bad Oldesloe,53.811698913574219,10.374199867248535,632,2
Erding,48.300098419189453,11.908200263977051,633,2
Lörrach,47.6156005859375,7.6613998413085938,634,2
Berlin,52.516700744628906,13.383299827575684,635,2
Ehingen an der Donau,48.283298492431641,9.7236003875732422,636,2
Königs Wusterhausen,52.291698455810547,13.625,637,2
Schloß Holte-Stukenbrock,51.88330078125,8.6167001724243164,638,2
Chrzanów,50.13330078125,19.399999618530273,639,1
Rheinfelden (Baden),47.561100006103516,7.7916998863220215,640,2
Rösrath,50.900001525878906,7.1833000183105469,641,2
Solingen,51.166698455810547,7.0833001136779785,642,2
Königsbrunn,48.268901824951172,10.890800476074219,643,2
Salzgitter,52.150299072265625,10.359299659729004,644,2
Roth,49.246101379394531,11.091099739074707,645,2
Ulm,48.398399353027344,9.9916000366210938,646,2
Lampertheim,49.594200134277344,8.4671001434326172,647,2
Chorzów,50.299999237060547,18.950000762939453,648,1
Brzeszcze,50,19.149999618530273,649,1
Grodzisk Mazowiecki,52.103900909423828,20.633699417114258,650,1
Jülich,50.922199249267578,6.3583002090454102,651,2
Crailsheim,49.134700775146484,10.070599555969238,652,2
Limburg,50.38330078125,8.0666999816894531,653,2
Germersheim,49.216701507568359,8.3667001724243164,654,2
Sondershausen,51.36669921875,10.866700172424316,655,2
Villingen-Schwenningen,48.060298919677734,8.4586000442504883,656,2
Lage,51.983299255371094,8.8000001907348633,657,2
Rypin,53.066699981689453,19.450000762939453,658,1
Walcz,53.266700744628906,16.466699600219727,659,1
Sobótka,50.898601531982422,16.744400024414063,660,1
Magdeburg,52.127799987792969,11.629199981689453,661,2
Hanau,50.132801055908203,8.9168996810913086,662,2
Nettetal,51.316699981689453,6.2832999229431152,663,2
Bottrop,51.523200988769531,6.925300121307373,664,2
Leer,53.230800628662109,7.4527997970581055,665,2
Cologne,50.94219970703125,6.9577999114990234,666,2
Bad Oeynhausen,52.200000762939453,8.8000001907348633,667,2
Glubczyce,50.200901031494141,17.82859992980957,668,1
Gryfino,53.252399444580078,14.488300323486328,669,1
Rastatt,48.857200622558594,8.2031002044677734,670,2
Wismar,53.892501831054688,11.465000152587891,671,2
Lübbecke,52.308101654052734,8.6231002807617188,672,2
Lemgo,52.027698516845703,8.9042997360229492,673,2
Bünde,52.200000762939453,8.6000003814697266,674,2
Cuxhaven,53.86669921875,8.6999998092651367,675,2
Bensheim,49.681098937988281,8.6227998733520508,676,2
Schwerte,51.44580078125,7.5652999877929688,677,2
Marburg,50.816699981689453,8.7666997909545898,678,2
Dessau-Roßlau,51.833301544189453,12.23330020904541,679,2
Lüdenscheid,51.219799041748047,7.6272997856140137,680,2
Brwinów,52.141700744628906,20.716699600219727,681,1
Stuttgart,48.776100158691406,9.1774997711181641,682,2
Halberstadt,51.895801544189453,11.046699523925781,683,2
Geretsried,47.86669921875,11.466699600219727,684,2
Neuwied,50.428600311279297,7.461400032043457,685,2
Weißenburg,49.030601501464844,10.97189998626709,686,2
Papenburg,53.066699981689453,7.4000000953674316,687,2
Dortmund,51.513900756835938,7.4653000831604004,688,2
Jaroslaw,50.016201019287109,22.677799224853516,689,1
Lüneburg,53.252498626708984,10.414400100708008,690,2
Burg,52.272499084472656,11.854999542236328,691,2
Castrop-Rauxel,51.549999237060547,7.3166999816894531,692,2
Bad Kreuznach,49.846900939941406,7.8668999671936035,693,2
Fürstenfeldbruck,48.177799224853516,11.255599975585938,694,2
Laatzen,52.307701110839844,9.8133001327514648,695,2
Kehl,48.571098327636719,7.8088998794555664,696,2
Hattingen,51.399200439453125,7.1858000755310059,697,2
Bad Vilbel,50.1781005859375,8.7361001968383789,698,2
Weinheim,49.556098937988281,8.6696996688842773,699,2
Gotha,50.948898315429688,10.718299865722656,700,2
Freital,51.016700744628906,13.649999618530273,701,2
Baden-Baden,48.76190185546875,8.2407999038696289,702,2
Gorzów Wielkopolski,52.733299255371094,15.25,703,1
Grudziadz,53.492500305175781,18.776100158691406,704,1
Zary,51.63330078125,15.133299827575684,705,1
Aurich,53.471401214599609,7.4836001396179199,706,2
Butzbach,50.436698913574219,8.6621999740600586,707,2
Langen,49.989299774169922,8.6802997589111328,708,2
Schorndorf,48.799999237060547,9.5333003997802734,709,2
Ludwigsburg,48.897499084472656,9.1919002532958984,710,2
Dormagen,51.096401214599609,6.8400001525878906,711,2
Czluchów,53.650001525878906,17.36669921875,712,1
Koronowo,53.313701629638672,17.937000274658203,713,1
Barsinghausen,52.3031005859375,9.4605998992919922,714,2
Münster,51.962501525878906,7.6255998611450195,715,2
Erlangen,49.596401214599609,11.004400253295898,716,2
Herrenberg,48.596698760986328,8.8708000183105469,717,2
Augsburg,48.371700286865234,10.898300170898438,718,2
Eberswalde,52.833099365234375,13.833100318908691,719,2
Apolda,51.024700164794922,11.513899803161621,720,2
Emsdetten,52.172798156738281,7.5343999862670898,721,2
Schwandorf,49.323600769042969,12.099300384521484,722,2
Cottbus,51.760601043701172,14.334199905395508,723,2
Moers,51.459201812744141,6.6196999549865723,724,2
Herford,52.114601135253906,8.6733999252319336,725,2
Rathenow,52.599998474121094,12.33329963684082,726,2
Zbaszyn,52.253101348876953,15.917799949645996,727,1
Lubartów,51.466701507568359,22.600000381469727,728,1
Skierniewice,51.952800750732422,20.141700744628906,729,1
Piotrków Trybunalski,51.400001525878906,19.683300018310547,730,1
Pruszków,52.166698455810547,20.799999237060547,731,1
Ludwigsfelde,52.299701690673828,13.26669979095459,732,2
Sonthofen,47.514198303222656,10.281700134277344,733,2
Hameln,52.103099822998047,9.3599996566772461,734,2
Weingarten,47.80780029296875,9.6416997909545898,735,2
Leinfelden-Echterdingen,48.692798614501953,9.1428003311157227,736,2
Ahrensburg,53.674701690673828,10.241100311279297,737,2
Sinsheim,49.25,8.8832998275756836,738,2
Brühl,50.833301544189453,6.9000000953674316,739,2
Greiz,50.654701232910156,12.199700355529785,740,2
Opole,50.672199249267578,17.925300598144531,741,1
Zakopane,49.299400329589844,19.951900482177734,742,1
Poznan,52.400001525878906,16.91670036315918,743,1
Teltow,52.402198791503906,13.270600318908691,744,2
Verl,51.883098602294922,8.5166997909545898,745,2
Obertshausen,50.071498870849609,8.8481998443603516,746,2
Stolberg,50.766700744628906,6.2333002090454102,747,2
Hofheim,50.087600708007813,8.4447002410888672,748,2
Kevelaer,51.583301544189453,6.25,749,2
Dresden,51.049301147460938,13.738400459289551,750,2
Bonn,50.733898162841797,7.0996999740600586,751,2
